#Name	k	SKL_KMplusplus_time	SKL_KMplusplus_cost	MC_KMplusplus_time	MC_KMplusplus_cost	MC_KMpp_and_LSpp_time	MC_KMplusplusLSpp_cost	nthreads
tiny	3	0.07957577705383301	2542855.25	0.052957773208618164	2218646.0057791285	0.24130010604858398	1991862.633693318	1
tiny	10	0.23903107643127441	1846157.875	0.1426239013671875	1593513.4223796844	0.925480842590332	1754581.9405593965	1
tiny	25	0.42061519622802734	1508498.875	0.2947397232055664	1500126.650946828	1.6691157817840576	1336614.2141358152	1
tiny	50	0.828237771987915	1293204.875	0.6586623191833496	1300093.5434007985	3.6800496578216553	1196871.0999835897	1
tiny	100	1.6103365421295166	1148787.75	1.1755483150482178	1111107.335100489	7.25288200378418	1016383.0259119032	1
Cao4m	3	1138.068103313446	26715684864.0	221.58356618881226	28477622166.0	1057.8614625930786	23977842766.0	1
Cao4m	10	3471.6625242233276	26604017664.0	899.2319030761719	25454876948.0	3447.317207813263	20433899507.0	1
Cao4m	25	8897.731748342514	20799897600.0	1712.0039598941803	20505821254.0	9076.511913776398	18975813108.0	1
Cao4m	50	17995.54360103607	18438236160.0	3647.859018087387	18457247972.0	17667.987468004227	18001132222.0	1
