#args=Namespace(dataset='cao4m', densify=False, hvg=500, k=25, lspp=25, maxiter=50, mbsize=10000, msr=['3', '15'], n_local_trials=1, ncheckins=5, nthreads=20, prior=0.01, topnorm=False)
#pref:62715816.
#cao4m	HVGene500	240.6543915271759
#Dataset	k	numberHVG	Measure	Prior	LocalsearchRounds	NumLocalTrials	Densified	MinibatchSize	KmeansplusplusTime	KmeansplusplusCost	KMeansplusplusARI	KMeansTime	KMeansCost	KMeansARI
cao4m	25	500	SQRL2	0.01	25	1	False	10000	322.7913067340851	12676685589.0	-0.03847432987007734	354.8155474662781	8998087680.0	-0.032933208063378225
cao4m	25	500	JSM	0.01	25	1	False	10000	311.48423075675964	2290695.6174545023	0.19148728662253123	336.02432441711426	1925243.75	0.13630022478149065
cao4m	25	500	COSINE_DISTANCE	0.01	25	1	False	10000	304.28344774246216	1558642.7833770178	0.05985518773124582	350.342720746994	1073354.25	0.10892142751450361
