#args=Namespace(dataset='cao2m', densify=False, hvg=2500, k=50, lspp=50, maxiter=50, mbsize=50000, msr=['3', '4', '5', '7', '15'], n_local_trials=1, ncheckins=5, nthreads=20, prior=1.0, topnorm=False)
#pref:38062833.
#cao2m	HVGene2500	94.32809519767761
#Dataset	k	numberHVG	Measure	Prior	LocalsearchRounds	NumLocalTrials	Densified	MinibatchSize	KmeansplusplusTime	KmeansplusplusCost	KMeansplusplusARI	KMeansTime	KMeansCost	KMeansARI
cao2m	50	2500	SQRL2	1.0	50	1	False	50000	335.47212743759155	4017860331.0	0.006119040072315219
