dataset,k,nthreads,name,distance,sparsity,measure,value
Cao2m,3,4,MC_KM++,HELL,sparse,cost,588537.7607039709
Cao2m,3,4,MC_KMLS++,HELL,sparse,time,110.18274354934692
Cao2m,3,4,MC_KMLS++,HELL,sparse,cost,605056.8295402478
Cao2m,3,4,MC_KM++,BATMET,sparse,time,20.356668710708618
Cao2m,3,4,MC_KM++,BATMET,sparse,cost,407806.1744246632
Cao2m,3,4,MC_KMLS++,BATMET,sparse,time,102.2858772277832
Cao2m,3,4,MC_KMLS++,BATMET,sparse,cost,407290.9021300299
Cao2m,3,4,MC_KM++,BATDIST,sparse,time,18.47922158241272
Cao2m,3,4,MC_KM++,BATDIST,sparse,cost,411509.0810736297
Cao2m,3,4,MC_KMLS++,BATDIST,sparse,time,91.4040367603302
Cao2m,3,4,MC_KMLS++,BATDIST,sparse,cost,397803.7062246046
Cao2m,3,4,MC_KM++,RMKL,sparse,time,25.688118934631348
Cao2m,3,4,MC_KM++,RMKL,sparse,cost,928062.7994860113
Cao2m,3,4,MC_KMLS++,RMKL,sparse,time,126.77020573616028
Cao2m,3,4,MC_KMLS++,RMKL,sparse,cost,902668.9015732557
Cao2m,3,4,SKL_KMplusplus,SQRL2,dense,time,163.97600889205933
Cao2m,3,4,SKL_KMplusplus,SQRL2,dense,cost,1e+308
Cao2m,3,4,MC_KMplusplus,SQRL2,dense,time,5.148366451263428
Cao2m,3,4,MC_KMplusplus,SQRL2,dense,cost,4771059712
Cao2m,3,4,MC_KMpp_and_LSpp,SQRL2,dense,time,19.846752405166626
Cao2m,3,4,MC_KMplusplusLSpp,SQRL2,dense,cost,3843269632
Cao2m,10,4,SKL_KMplusplus,SQRL2,sparse,time,1391.9210212230682
Cao2m,10,4,SKL_KMplusplus,SQRL2,sparse,cost,5608207872
Cao2m,10,4,MC_KMplusplus,SQRL2,sparse,time,70.86573529243469
Cao2m,10,4,MC_KMplusplus,SQRL2,sparse,cost,6187037806
Cao2m,10,4,MC_KMpp_and_LSpp,SQRL2,sparse,time,287.41308999061584
Cao2m,10,4,MC_KMplusplusLSpp,SQRL2,sparse,cost,5605356542
Cao2m,10,4,MC_KM++,JSD,sparse,time,99.4397828578949
Cao2m,10,4,MC_KM++,JSD,sparse,cost,149096.95569129474
Cao2m,10,4,MC_KMLS++,JSD,sparse,time,385.13126397132874
Cao2m,10,4,MC_KMLS++,JSD,sparse,cost,147105.8166914042
Cao2m,10,4,MC_KM++,MKL,sparse,time,88.68337559700012
Cao2m,10,4,MC_KM++,MKL,sparse,cost,684512.867561847
Cao2m,10,4,MC_KMLS++,MKL,sparse,time,314.98236107826233
Cao2m,10,4,MC_KMLS++,MKL,sparse,cost,620835.7669057399
Cao2m,10,4,MC_KM++,HELL,sparse,time,67.27259159088135
Cao2m,10,4,MC_KM++,HELL,sparse,cost,578254.3354142659
Cao2m,10,4,MC_KMLS++,HELL,sparse,time,262.48959517478943
Cao2m,10,4,MC_KMLS++,HELL,sparse,cost,579551.0062872071
Cao2m,10,4,MC_KM++,BATMET,sparse,time,60.307239294052124
Cao2m,10,4,MC_KM++,BATMET,sparse,cost,401270.7926127176
Cao2m,10,4,MC_KMLS++,BATMET,sparse,time,250.15974736213684
Cao2m,10,4,MC_KMLS++,BATMET,sparse,cost,389469.657689606
Cao2m,10,4,MC_KM++,BATDIST,sparse,time,69.51327133178711
Cao2m,10,4,MC_KM++,BATDIST,sparse,cost,391210.41351478506
Cao2m,10,4,MC_KMLS++,BATDIST,sparse,time,250.81239581108093
Cao2m,10,4,MC_KMLS++,BATDIST,sparse,cost,388353.5255830134
Cao2m,10,4,MC_KM++,RMKL,sparse,time,79.01424527168274
Cao2m,10,4,MC_KM++,RMKL,sparse,cost,877563.7682725787
Cao2m,10,4,MC_KMLS++,RMKL,sparse,time,310.63089895248413
Cao2m,10,4,MC_KMLS++,RMKL,sparse,cost,754306.1935447156
Cao2m,10,4,SKL_KMplusplus,SQRL2,dense,time,394.0817701816559
Cao2m,10,4,SKL_KMplusplus,SQRL2,dense,cost,1e+308
Cao2m,10,4,MC_KMplusplus,SQRL2,dense,time,15.24378252029419
Cao2m,10,4,MC_KMplusplus,SQRL2,dense,cost,3716690176
Cao2m,10,4,MC_KMpp_and_LSpp,SQRL2,dense,time,53.52512049674988
Cao2m,10,4,MC_KMplusplusLSpp,SQRL2,dense,cost,3228911872
Cao2m,25,4,SKL_KMplusplus,SQRL2,sparse,time,3535.7972292900085
Cao2m,25,4,SKL_KMplusplus,SQRL2,sparse,cost,5221897728
Cao2m,25,4,MC_KMplusplus,SQRL2,sparse,time,188.01107740402222
Cao2m,25,4,MC_KMplusplus,SQRL2,sparse,cost,5342942968
Cao2m,25,4,MC_KMpp_and_LSpp,SQRL2,sparse,time,666.1440756320953
Cao2m,25,4,MC_KMplusplusLSpp,SQRL2,sparse,cost,4979434501
Cao2m,25,4,MC_KM++,JSD,sparse,time,258.54587054252625
Cao2m,25,4,MC_KM++,JSD,sparse,cost,151921.80345655978
Cao2m,25,4,MC_KMLS++,JSD,sparse,time,840.8802578449249
Cao2m,25,4,MC_KMLS++,JSD,sparse,cost,151368.87841276452
Cao2m,25,4,MC_KM++,MKL,sparse,time,200.32444715499878
Cao2m,25,4,MC_KM++,MKL,sparse,cost,614295.6721289158
Cao2m,25,4,MC_KMLS++,MKL,sparse,time,700.8078808784485
Cao2m,25,4,MC_KMLS++,MKL,sparse,cost,633865.0550859198
Cao2m,25,4,MC_KM++,HELL,sparse,time,188.00334572792053
Cao2m,25,4,MC_KM++,HELL,sparse,cost,588805.856181026
Cao2m,25,4,MC_KMLS++,HELL,sparse,time,613.7217786312103
Cao2m,25,4,MC_KMLS++,HELL,sparse,cost,566467.0886039888
Cao2m,25,4,MC_KM++,BATMET,sparse,time,168.0543715953827
Cao2m,25,4,MC_KM++,BATMET,sparse,cost,385483.50906588224
Cao2m,25,4,MC_KMLS++,BATMET,sparse,time,579.6220152378082
Cao2m,25,4,MC_KMLS++,BATMET,sparse,cost,382494.72854777303
Cao2m,25,4,MC_KM++,BATDIST,sparse,time,171.4712212085724
Cao2m,25,4,MC_KM++,BATDIST,sparse,cost,383063.6551142627
Cao2m,25,4,MC_KMLS++,BATDIST,sparse,time,605.4092247486115
Cao2m,25,4,MC_KMLS++,BATDIST,sparse,cost,383043.8876228272
Cao2m,25,4,MC_KM++,RMKL,sparse,time,193.70083928108215
Cao2m,25,4,MC_KM++,RMKL,sparse,cost,887728.3329285681
Cao2m,25,4,MC_KMLS++,RMKL,sparse,time,630.7416453361511
Cao2m,25,4,MC_KMLS++,RMKL,sparse,cost,613199.6727850437
Cao2m,25,4,SKL_KMplusplus,SQRL2,dense,time,825.2562973499298
Cao2m,25,4,SKL_KMplusplus,SQRL2,dense,cost,1e+308
Cao2m,25,4,MC_KMplusplus,SQRL2,dense,time,31.06100368499756
Cao2m,25,4,MC_KMplusplus,SQRL2,dense,cost,3040575744
Cao2m,25,4,MC_KMpp_and_LSpp,SQRL2,dense,time,102.95066046714783
Cao2m,25,4,MC_KMplusplusLSpp,SQRL2,dense,cost,3074381056
Cao2m,50,4,SKL_KMplusplus,SQRL2,sparse,time,5858.011607646942
Cao2m,50,4,SKL_KMplusplus,SQRL2,sparse,cost,5320496640
Cao2m,50,4,MC_KMplusplus,SQRL2,sparse,time,359.8748366832733
Cao2m,50,4,MC_KMplusplus,SQRL2,sparse,cost,4895285792
Cao2m,50,4,MC_KMpp_and_LSpp,SQRL2,sparse,time,1102.045612335205
Cao2m,50,4,MC_KMplusplusLSpp,SQRL2,sparse,cost,4965560054
Cao2m,50,4,MC_KM++,JSD,sparse,time,493.6466224193573
Cao2m,50,4,MC_KM++,JSD,sparse,cost,151876.31928935274
Cao2m,50,4,MC_KMLS++,JSD,sparse,time,1423.7476842403412
Cao2m,50,4,MC_KMLS++,JSD,sparse,cost,145828.01313454658
Cao2m,50,4,MC_KM++,MKL,sparse,time,377.0196907520294
Cao2m,50,4,MC_KM++,MKL,sparse,cost,623610.0437883884
Cao2m,50,4,MC_KMLS++,MKL,sparse,time,1248.878978729248
Cao2m,50,4,MC_KMLS++,MKL,sparse,cost,642739.0413620919
Cao2m,50,4,MC_KM++,HELL,sparse,time,353.291424036026
Cao2m,50,4,MC_KM++,HELL,sparse,cost,565391.5603476043
Cao2m,50,4,MC_KMLS++,HELL,sparse,time,1099.5387160778046
Cao2m,50,4,MC_KMLS++,HELL,sparse,cost,569758.7108716918
Cao2m,50,4,MC_KM++,BATMET,sparse,time,360.6776432991028
Cao2m,50,4,MC_KM++,BATMET,sparse,cost,378858.6710359057
Cao2m,50,4,MC_KMLS++,BATMET,sparse,time,1135.1294660568237
Cao2m,50,4,MC_KMLS++,BATMET,sparse,cost,377929.6058893576
Cao2m,50,4,MC_KM++,BATDIST,sparse,time,354.06932735443115
Cao2m,50,4,MC_KM++,BATDIST,sparse,cost,379539.925474637
Cao2m,50,4,MC_KMLS++,BATDIST,sparse,time,1094.0095732212067
Cao2m,50,4,MC_KMLS++,BATDIST,sparse,cost,377284.95384989266
Cao2m,50,4,MC_KM++,RMKL,sparse,time,474.2336802482605
Cao2m,50,4,MC_KM++,RMKL,sparse,cost,860782.0280280262
Cao2m,50,4,MC_KMLS++,RMKL,sparse,time,1512.1025128364563
Cao2m,50,4,MC_KMLS++,RMKL,sparse,cost,631265.673588857
Cao2m,50,4,SKL_KMplusplus,SQRL2,dense,time,1904.7910461425781
Cao2m,50,4,SKL_KMplusplus,SQRL2,dense,cost,1e+308
Cao2m,50,4,MC_KMplusplus,SQRL2,dense,time,67.31945562362671
Cao2m,50,4,MC_KMplusplus,SQRL2,dense,cost,2767011072
Cao2m,50,4,MC_KMpp_and_LSpp,SQRL2,dense,time,196.88776302337646
Cao2m,50,4,MC_KMplusplusLSpp,SQRL2,dense,cost,2758141184
Cao2m,100,4,SKL_KMplusplus,SQRL2,sparse,time,14594.11743760109
Cao2m,100,4,SKL_KMplusplus,SQRL2,sparse,cost,4767895040
Cao2m,100,4,MC_KMplusplus,SQRL2,sparse,time,836.4860744476318
Cao2m,100,4,MC_KMplusplus,SQRL2,sparse,cost,4706288228
Cao2m,100,4,MC_KMpp_and_LSpp,SQRL2,sparse,time,2463.8261263370514
Cao2m,100,4,MC_KMplusplusLSpp,SQRL2,sparse,cost,4568786960
Cao2m,100,4,MC_KM++,JSD,sparse,time,1090.0035467147827
Cao2m,100,4,MC_KM++,JSD,sparse,cost,147444.57346655242
Cao2m,100,4,MC_KMLS++,JSD,sparse,time,3481.0402081012726
Cao2m,100,4,MC_KMLS++,JSD,sparse,cost,148064.168962162
Cao2m,100,4,MC_KM++,MKL,sparse,time,864.5995378494263
Cao2m,100,4,MC_KM++,MKL,sparse,cost,596484.0508523658
Cao2m,100,4,MC_KMLS++,MKL,sparse,time,2799.066104412079
Cao2m,100,4,MC_KMLS++,MKL,sparse,cost,627852.830147922
Cao2m,100,4,MC_KM++,HELL,sparse,time,768.5763840675354
Cao2m,100,4,MC_KM++,HELL,sparse,cost,564048.0901368522
Cao2m,100,4,MC_KMLS++,HELL,sparse,time,2449.3635597229004
Cao2m,100,4,MC_KMLS++,HELL,sparse,cost,562848.4638721073
Cao2m,100,4,MC_KM++,BATMET,sparse,time,724.3543543815613
Cao2m,100,4,MC_KM++,BATMET,sparse,cost,375637.8723603151
Cao2m,100,4,MC_KMLS++,BATMET,sparse,time,2255.1786115169525
Cao2m,100,4,MC_KMLS++,BATMET,sparse,cost,372208.25311718415
Cao2m,100,4,MC_KM++,BATDIST,sparse,time,692.656320810318
Cao2m,100,4,MC_KM++,BATDIST,sparse,cost,375177.03574335657
Cao2m,100,4,MC_KMLS++,BATDIST,sparse,time,2217.766063928604
Cao2m,100,4,MC_KMLS++,BATDIST,sparse,cost,374024.55936909706
Cao2m,100,4,MC_KM++,RMKL,sparse,time,927.9691562652588
Cao2m,100,4,MC_KM++,RMKL,sparse,cost,860917.2048032135
Cao2m,100,4,MC_KMLS++,RMKL,sparse,time,2775.815452814102
Cao2m,100,4,MC_KMLS++,RMKL,sparse,cost,613325.5439882427
Cao2m,100,4,SKL_KMplusplus,SQRL2,dense,time,3909.559807538986
Cao2m,100,4,SKL_KMplusplus,SQRL2,dense,cost,1e+308
Cao2m,100,4,MC_KMplusplus,SQRL2,dense,time,155.49234342575073
Cao2m,100,4,MC_KMplusplus,SQRL2,dense,cost,2595534080
Cao2m,100,4,MC_KMpp_and_LSpp,SQRL2,dense,time,459.24419927597046
Cao2m,100,4,MC_KMplusplusLSpp,SQRL2,dense,cost,2607383552
Cao4m,3,4,SKL_KMplusplus,SQRL2,sparse,time,1419.996778011322
Cao4m,3,4,SKL_KMplusplus,SQRL2,sparse,cost,32829689856
Cao4m,3,4,MC_KMplusplus,SQRL2,sparse,time,95.95924353599548
Cao4m,3,4,MC_KMplusplus,SQRL2,sparse,cost,28993266333
Cao4m,3,4,MC_KMpp_and_LSpp,SQRL2,sparse,time,271.5108962059021
Cao4m,3,4,MC_KMplusplusLSpp,SQRL2,sparse,cost,27023812113
Cao4m,3,4,MC_KM++,JSD,sparse,time,68.68312168121338
Cao4m,3,4,MC_KM++,JSD,sparse,cost,181301.48514630832
Cao4m,3,4,MC_KMLS++,JSD,sparse,time,270.6289553642273
Cao4m,3,4,MC_KMLS++,JSD,sparse,cost,175331.58958272263
Cao4m,3,4,MC_KM++,MKL,sparse,time,48.52795100212097
Cao4m,3,4,MC_KM++,MKL,sparse,cost,711312.6057626931
Cao4m,3,4,MC_KMLS++,MKL,sparse,time,283.1112723350525
Cao4m,3,4,MC_KMLS++,MKL,sparse,cost,703801.4799875878
Cao4m,3,4,MC_KM++,HELL,sparse,time,56.03694987297058
Cao4m,3,4,MC_KM++,HELL,sparse,cost,908151.3445986066
Cao4m,3,4,MC_KMLS++,HELL,sparse,time,237.0701038837433
Cao4m,3,4,MC_KMLS++,HELL,sparse,cost,850956.8684236691
Cao4m,3,4,MC_KM++,BATMET,sparse,time,60.545565366744995
Cao4m,3,4,MC_KM++,BATMET,sparse,cost,469071.28257421183
Cao4m,3,4,MC_KMLS++,BATMET,sparse,time,248.50713229179382
Cao4m,3,4,MC_KMLS++,BATMET,sparse,cost,455914.76092816493
Cao4m,3,4,MC_KM++,BATDIST,sparse,time,37.891679763793945
Cao4m,3,4,MC_KM++,BATDIST,sparse,cost,476390.6755979159
Cao4m,3,4,MC_KMLS++,BATDIST,sparse,time,212.68352961540222
Cao4m,3,4,MC_KMLS++,BATDIST,sparse,cost,448875.07493141707
Cao4m,3,4,MC_KM++,RMKL,sparse,time,54.1940975189209
Cao4m,3,4,MC_KM++,RMKL,sparse,cost,1214805.6023630574
Cao4m,3,4,MC_KMLS++,RMKL,sparse,time,265.8969202041626
Cao4m,3,4,MC_KMLS++,RMKL,sparse,cost,905638.5096541271
Cao4m,3,4,SKL_KMplusplus,SQRL2,dense,time,332.9935131072998
Cao4m,3,4,SKL_KMplusplus,SQRL2,dense,cost,1e+308
Cao4m,3,4,MC_KMplusplus,SQRL2,dense,time,10.508665561676025
Cao4m,3,4,MC_KMplusplus,SQRL2,dense,cost,23452866560
Cao4m,3,4,MC_KMpp_and_LSpp,SQRL2,dense,time,44.66463279724121
Cao4m,3,4,MC_KMplusplusLSpp,SQRL2,dense,cost,19979286528
Cao4m,10,4,SKL_KMplusplus,SQRL2,sparse,time,4188.529011011124
Cao4m,10,4,SKL_KMplusplus,SQRL2,sparse,cost,22881640448
Cao4m,10,4,MC_KMplusplus,SQRL2,sparse,time,186.9795994758606
Cao4m,10,4,MC_KMplusplus,SQRL2,sparse,cost,24639644144
Cao4m,10,4,MC_KMpp_and_LSpp,SQRL2,sparse,time,721.6367433071136
Cao4m,10,4,MC_KMplusplusLSpp,SQRL2,sparse,cost,22364927865
Cao4m,10,4,MC_KM++,JSD,sparse,time,214.81240725517273
Cao4m,10,4,MC_KM++,JSD,sparse,cost,173634.3074560929
Cao4m,10,4,MC_KMLS++,JSD,sparse,time,803.8000013828278
Cao4m,10,4,MC_KMLS++,JSD,sparse,cost,165078.4504362438
Cao4m,10,4,MC_KM++,MKL,sparse,time,189.4811224937439
Cao4m,10,4,MC_KM++,MKL,sparse,cost,787498.8144090697
Cao4m,10,4,MC_KMLS++,MKL,sparse,time,623.8695256710052
Cao4m,10,4,MC_KMLS++,MKL,sparse,cost,702918.4319646806
Cao4m,10,4,MC_KM++,HELL,sparse,time,172.28405737876892
Cao4m,10,4,MC_KM++,HELL,sparse,cost,869583.0365024725
Cao4m,10,4,MC_KMLS++,HELL,sparse,time,516.7017188072205
Cao4m,10,4,MC_KMLS++,HELL,sparse,cost,850920.355944638
Cao4m,10,4,MC_KM++,BATMET,sparse,time,171.5354871749878
Cao4m,10,4,MC_KM++,BATMET,sparse,cost,452759.04575077834
Cao4m,10,4,MC_KMLS++,BATMET,sparse,time,570.9478070735931
Cao4m,10,4,MC_KMLS++,BATMET,sparse,cost,439534.4261480303
Cao4m,10,4,MC_KM++,BATDIST,sparse,time,152.17245531082153
Cao4m,10,4,MC_KM++,BATDIST,sparse,cost,447880.24256614345
Cao4m,10,4,MC_KMLS++,BATDIST,sparse,time,552.4878032207489
Cao4m,10,4,MC_KMLS++,BATDIST,sparse,cost,431572.2173912216
Cao4m,10,4,MC_KM++,RMKL,sparse,time,215.2218713760376
Cao4m,10,4,MC_KM++,RMKL,sparse,cost,1041054.3681689873
Cao4m,10,4,MC_KMLS++,RMKL,sparse,time,650.6332564353943
Cao4m,10,4,MC_KMLS++,RMKL,sparse,cost,778240.3343474269
Cao4m,10,4,SKL_KMplusplus,SQRL2,dense,time,900.988429069519
Cao4m,10,4,SKL_KMplusplus,SQRL2,dense,cost,1e+308
Cao4m,10,4,MC_KMplusplus,SQRL2,dense,time,37.24060773849487
Cao4m,10,4,MC_KMplusplus,SQRL2,dense,cost,19694712832
Cao4m,10,4,MC_KMpp_and_LSpp,SQRL2,dense,time,128.50554132461548
Cao4m,10,4,MC_KMplusplusLSpp,SQRL2,dense,cost,17007081472
dataset,k,nthreads,name,distance,sparsity,measure,value
PBMC,3,16,SKL_KMplusplus,SQRL2,sparse,time,9.713314771652222
PBMC,3,16,SKL_KMplusplus,SQRL2,sparse,cost,294952864
PBMC,3,16,MC_KMplusplus,SQRL2,sparse,time,0.1930382251739502
PBMC,3,16,MC_KMplusplus,SQRL2,sparse,cost,334521065
PBMC,3,16,MC_KMpp_and_LSpp,SQRL2,sparse,time,0.9208712577819824
PBMC,3,16,MC_KMplusplusLSpp,SQRL2,sparse,cost,285476892
PBMC,3,16,MC_KM++,JSD,sparse,time,0.18994879722595215
PBMC,3,16,MC_KM++,JSD,sparse,cost,3653.1488412320614
PBMC,3,16,MC_KMLS++,JSD,sparse,time,1.17600417137146
PBMC,3,16,MC_KMLS++,JSD,sparse,cost,3674.5971381627023
PBMC,3,16,MC_KM++,MKL,sparse,time,0.19019746780395508
PBMC,3,16,MC_KM++,MKL,sparse,cost,18749.11071780324
PBMC,3,16,MC_KMLS++,MKL,sparse,time,0.9042634963989258
PBMC,3,16,MC_KMLS++,MKL,sparse,cost,17113.815317973495
PBMC,3,16,MC_KM++,HELL,sparse,time,0.1699838638305664
PBMC,3,16,MC_KM++,HELL,sparse,cost,17253.83959772333
PBMC,3,16,MC_KMLS++,HELL,sparse,time,0.9909284114837646
PBMC,3,16,MC_KMLS++,HELL,sparse,cost,16931.11404192615
PBMC,3,16,MC_KM++,BATMET,sparse,time,0.13810133934020996
PBMC,3,16,MC_KM++,BATMET,sparse,cost,10642.614355646518
PBMC,3,16,MC_KMLS++,BATMET,sparse,time,0.7859313488006592
PBMC,3,16,MC_KMLS++,BATMET,sparse,cost,10006.270374662661
PBMC,3,16,MC_KM++,BATDIST,sparse,time,0.16681385040283203
PBMC,3,16,MC_KM++,BATDIST,sparse,cost,11422.780438848527
PBMC,3,16,MC_KMLS++,BATDIST,sparse,time,0.6924071311950684
PBMC,3,16,MC_KMLS++,BATDIST,sparse,cost,9961.42847252344
PBMC,3,16,MC_KM++,LLR,sparse,time,0.21053647994995117
PBMC,3,16,MC_KM++,LLR,sparse,cost,34523945.14554279
PBMC,3,16,MC_KMLS++,LLR,sparse,time,1.0383260250091553
PBMC,3,16,MC_KMLS++,LLR,sparse,cost,34189819.556394264
PBMC,3,16,MC_KM++,RMKL,sparse,time,0.19964909553527832
PBMC,3,16,MC_KM++,RMKL,sparse,cost,21405.442080169916
PBMC,3,16,MC_KMLS++,RMKL,sparse,time,0.8400604724884033
PBMC,3,16,MC_KMLS++,RMKL,sparse,cost,16722.949290946126
PBMC,3,16,MC_KM++,UWLLR,sparse,time,0.20982789993286133
PBMC,3,16,MC_KM++,UWLLR,sparse,cost,3996.805275224149
PBMC,3,16,MC_KMLS++,UWLLR,sparse,time,1.0419836044311523
PBMC,3,16,MC_KMLS++,UWLLR,sparse,cost,3621.031236940995
PBMC,3,16,SK,SQRL2,sparse,time,1.644986867904663
PBMC,3,16,SK,SQRL2,sparse,cost,1e+308
PBMC,3,16,MC_KMplusplus,SQRL2,dense,time,0.18878173828125
PBMC,3,16,MC_KMplusplus,SQRL2,dense,cost,274809248
PBMC,3,16,MC_KMpp_and_LSpp,SQRL2,dense,time,0.8509659767150879
PBMC,3,16,MC_KMplusplusLSpp,SQRL2,dense,cost,245710080.0
PBMC,10,16,SKL_KMplusplus,SQRL2,sparse,time,31.336230993270874
PBMC,10,16,SKL_KMplusplus,SQRL2,sparse,cost,257041200
PBMC,10,16,MC_KMplusplus,SQRL2,sparse,time,0.6046066284179688
PBMC,10,16,MC_KMplusplus,SQRL2,sparse,cost,273559286
PBMC,10,16,MC_KMpp_and_LSpp,SQRL2,sparse,time,2.251664161682129
PBMC,10,16,MC_KMplusplusLSpp,SQRL2,sparse,cost,249421349
PBMC,10,16,MC_KM++,JSD,sparse,time,0.7970657348632812
PBMC,10,16,MC_KM++,JSD,sparse,cost,3609.0234084539115
PBMC,10,16,MC_KMLS++,JSD,sparse,time,3.096914529800415
PBMC,10,16,MC_KMLS++,JSD,sparse,cost,3579.600760605186
PBMC,10,16,MC_KM++,MKL,sparse,time,0.6406378746032715
PBMC,10,16,MC_KM++,MKL,sparse,cost,16637.535573869944
PBMC,10,16,MC_KMLS++,MKL,sparse,time,2.70481276512146
PBMC,10,16,MC_KMLS++,MKL,sparse,cost,15047.699620336294
PBMC,10,16,MC_KM++,HELL,sparse,time,0.6645207405090332
PBMC,10,16,MC_KM++,HELL,sparse,cost,16580.921058661053
PBMC,10,16,MC_KMLS++,HELL,sparse,time,2.4714431762695312
PBMC,10,16,MC_KMLS++,HELL,sparse,cost,16231.783644256902
PBMC,10,16,MC_KM++,BATMET,sparse,time,0.5396463871002197
PBMC,10,16,MC_KM++,BATMET,sparse,cost,9822.959147854926
PBMC,10,16,MC_KMLS++,BATMET,sparse,time,2.453824281692505
PBMC,10,16,MC_KMLS++,BATMET,sparse,cost,9894.670488219566
PBMC,10,16,MC_KM++,BATDIST,sparse,time,0.545231819152832
PBMC,10,16,MC_KM++,BATDIST,sparse,cost,9680.926473523086
PBMC,10,16,MC_KMLS++,BATDIST,sparse,time,2.1740081310272217
PBMC,10,16,MC_KMLS++,BATDIST,sparse,cost,9647.7658664944
PBMC,10,16,MC_KM++,LLR,sparse,time,0.810746431350708
PBMC,10,16,MC_KM++,LLR,sparse,cost,33874116.42732953
PBMC,10,16,MC_KMLS++,LLR,sparse,time,3.293895959854126
PBMC,10,16,MC_KMLS++,LLR,sparse,cost,32946105.14425153
PBMC,10,16,MC_KM++,RMKL,sparse,time,0.6923484802246094
PBMC,10,16,MC_KM++,RMKL,sparse,cost,18519.543810889125
PBMC,10,16,MC_KMLS++,RMKL,sparse,time,2.915257692337036
PBMC,10,16,MC_KMLS++,RMKL,sparse,cost,18572.80829922855
PBMC,10,16,MC_KM++,UWLLR,sparse,time,0.851442813873291
PBMC,10,16,MC_KM++,UWLLR,sparse,cost,3514.255895342678
PBMC,10,16,MC_KMLS++,UWLLR,sparse,time,2.9778389930725098
PBMC,10,16,MC_KMLS++,UWLLR,sparse,cost,3429.3262706175447
PBMC,10,16,SK,SQRL2,sparse,time,5.103738069534302
PBMC,10,16,SK,SQRL2,sparse,cost,1e+308
PBMC,10,16,MC_KMplusplus,SQRL2,dense,time,0.53829026222229
PBMC,10,16,MC_KMplusplus,SQRL2,dense,cost,215151760
PBMC,10,16,MC_KMpp_and_LSpp,SQRL2,dense,time,1.8810031414031982
PBMC,10,16,MC_KMplusplusLSpp,SQRL2,dense,cost,208075408.0
PBMC,25,16,SKL_KMplusplus,SQRL2,sparse,time,85.33266711235046
PBMC,25,16,SKL_KMplusplus,SQRL2,sparse,cost,236788704
PBMC,25,16,MC_KMplusplus,SQRL2,sparse,time,1.64705491065979
PBMC,25,16,MC_KMplusplus,SQRL2,sparse,cost,241270057
PBMC,25,16,MC_KMpp_and_LSpp,SQRL2,sparse,time,5.336191177368164
PBMC,25,16,MC_KMplusplusLSpp,SQRL2,sparse,cost,230912559
PBMC,25,16,MC_KM++,JSD,sparse,time,1.9834201335906982
PBMC,25,16,MC_KM++,JSD,sparse,cost,3568.302238702774
PBMC,25,16,MC_KMLS++,JSD,sparse,time,7.097574949264526
PBMC,25,16,MC_KMLS++,JSD,sparse,cost,3535.630750387907
PBMC,25,16,MC_KM++,MKL,sparse,time,1.7111024856567383
PBMC,25,16,MC_KM++,MKL,sparse,cost,16967.68227121234
PBMC,25,16,MC_KMLS++,MKL,sparse,time,6.085315942764282
PBMC,25,16,MC_KMLS++,MKL,sparse,cost,15900.472894862294
PBMC,25,16,MC_KM++,HELL,sparse,time,1.4672935009002686
PBMC,25,16,MC_KM++,HELL,sparse,cost,16198.19556211895
PBMC,25,16,MC_KMLS++,HELL,sparse,time,5.484342813491821
PBMC,25,16,MC_KMLS++,HELL,sparse,cost,15842.284943675286
PBMC,25,16,MC_KM++,BATMET,sparse,time,1.4286234378814697
PBMC,25,16,MC_KM++,BATMET,sparse,cost,9416.781768027071
PBMC,25,16,MC_KMLS++,BATMET,sparse,time,4.953024625778198
PBMC,25,16,MC_KMLS++,BATMET,sparse,cost,9325.984349096067
PBMC,25,16,MC_KM++,BATDIST,sparse,time,1.3672511577606201
PBMC,25,16,MC_KM++,BATDIST,sparse,cost,9211.091940659357
PBMC,25,16,MC_KMLS++,BATDIST,sparse,time,4.698728561401367
PBMC,25,16,MC_KMLS++,BATDIST,sparse,cost,9249.108294683385
PBMC,25,16,MC_KM++,LLR,sparse,time,1.922025203704834
PBMC,25,16,MC_KM++,LLR,sparse,cost,32224735.370652582
PBMC,25,16,MC_KMLS++,LLR,sparse,time,6.922758340835571
PBMC,25,16,MC_KMLS++,LLR,sparse,cost,31280750.929607198
PBMC,25,16,MC_KM++,RMKL,sparse,time,1.583247184753418
PBMC,25,16,MC_KM++,RMKL,sparse,cost,18360.298669859767
PBMC,25,16,MC_KMLS++,RMKL,sparse,time,5.889188051223755
PBMC,25,16,MC_KMLS++,RMKL,sparse,cost,16805.926754057407
PBMC,25,16,MC_KM++,UWLLR,sparse,time,1.934525966644287
PBMC,25,16,MC_KM++,UWLLR,sparse,cost,3528.8189941495657
PBMC,25,16,MC_KMLS++,UWLLR,sparse,time,6.70042610168457
PBMC,25,16,MC_KMLS++,UWLLR,sparse,cost,3384.2048530709
PBMC,25,16,SK,SQRL2,sparse,time,10.901845693588257
PBMC,25,16,SK,SQRL2,sparse,cost,1e+308
PBMC,25,16,MC_KMplusplus,SQRL2,dense,time,1.3484182357788086
PBMC,25,16,MC_KMplusplus,SQRL2,dense,cost,181567056
PBMC,25,16,MC_KMpp_and_LSpp,SQRL2,dense,time,4.145448446273804
PBMC,25,16,MC_KMplusplusLSpp,SQRL2,dense,cost,179414288.0
