#args=Namespace(maxiter=20, mbsize=5000, msr=['4', '5', '6', '8', '10', '11', '13', '15'], n_local_trials=3, ncheckins=2, nthreads=16, prior=0.1, skip_skl=True, tol=1e-05)
#Name	k	SKL_KMplusplus_time	SKL_KMplusplus_cost	MC_KMplusplus_time	MC_KMplusplus_cost	MC_KMpp_and_LSpp_time	MC_KMplusplusLSpp_cost	nthreads	MC_KM++_MSR_Time4	MC_KM++_MSR4_Cost	MC_KMLS++_MSR_Time4	MC_KMLS++_MSR4_Cost	MC_KM++_MSR_Time5	MC_KM++_MSR5_Cost	MC_KMLS++_MSR_Time5	MC_KMLS++_MSR5_Cost	MC_KM++_MSR_Time6	MC_KM++_MSR6_Cost	MC_KMLS++_MSR_Time6	MC_KMLS++_MSR6_Cost	MC_KM++_MSR_Time8	MC_KM++_MSR8_Cost	MC_KMLS++_MSR_Time8	MC_KMLS++_MSR8_Cost	MC_KM++_MSR_Time10	MC_KM++_MSR10_Cost	MC_KMLS++_MSR_Time10	MC_KMLS++_MSR10_Cost	MC_KM++_MSR_Time11	MC_KM++_MSR11_Cost	MC_KMLS++_MSR_Time11	MC_KMLS++_MSR11_Cost	MC_KM++_MSR_Time13	MC_KM++_MSR13_Cost	MC_KMLS++_MSR_Time13	MC_KMLS++_MSR13_Cost	MC_KM++_MSR_Time15	MC_KM++_MSR15_Cost	MC_KMLS++_MSR_Time15	MC_KMLS++_MSR15_Cost
Cao4m	3	0.0006172657012939453	1e+308	61.012019634246826	27617410498.0	106.40568447113037	23925822012.0	16	56.38479542732239	172842.21640597843	114.667156457901	169636.97968601622	56.150779008865356	821627.9250134714	96.10181427001953	828172.142251566	39.23915648460388	858480.0634593373	79.20657157897949	846584.6525232637	40.43931794166565	466605.69117373927	83.54274082183838	450178.9664333712	64.65265321731567	2553097020.821249	147.45842289924622	2477285232.9218764	47.31008172035217	1105355.9171243757	105.27389478683472	782862.7390292361	52.497294664382935	15349238711.764526	108.88010859489441	17311124100.09558	124.8167564868927	1688899.987268135	266.4253718852997	1660849.9035662073
Cao4m	10	0.00023293495178222656	1e+308	203.5528702735901	25411681330.0	298.4794852733612	21772582645.0	16	206.24905848503113	170524.63392843213	345.58597230911255	169478.45705924183	168.1323676109314	696230.491960782	317.26698207855225	832701.4018591419	130.18178176879883	847656.9328194722	272.397319316864	846649.4638892066	140.552481174469	435633.1685495717	233.77201914787292	433354.7483809423	198.0607032775879	2424875408.4488006	393.990371465683	2433262292.8734736	164.19091796875	1039368.2042023838	300.01895928382874	768239.232364282	143.51860880851746	15858942247.49353	305.86198830604553	15234758808.189331	387.00542426109314	1608128.9554144219	703.8974709510803	1636174.4606607028
Cao4m	25	0.0003781318664550781	1e+308	452.7768585681915	24622549747.0	749.6299488544464	19848434561.0	16	449.97768568992615	163628.41301188432	848.8073170185089	162962.95503888652	371.900732755661	690226.2367726574	696.7384910583496	662964.3747129715	316.3602285385132	833055.6997967926	586.5162634849548	835426.7657156405	321.22214126586914	423388.1203025619	557.2855339050293	417280.40109607927	470.56879806518555	2466714846.585785	844.375527381897	2362311068.391502	409.2418656349182	988313.6939868852	707.0974037647247	676684.1637318358	449.49612379074097	15376070278.025879	747.8818757534027	16189865353.120361	982.975367307663	1548450.6723300451	1691.2020938396454	1472055.9787125571
Cao4m	50	0.0007429122924804688	1e+308	868.4299473762512	19629796238.0	1610.6101214885712	17489444151.0	16	929.3151118755341	160433.840853272	1562.111970424652	160246.03499051463	748.0110447406769	679002.7383471914	1344.5535700321198	700667.8098696051	633.2618010044098	828133.5226603956	1147.0127890110016	824066.977115968	672.2421946525574	417381.2992688027	1117.4376080036163	407372.55688261654	1058.241798877716	2347143411.8941417	1823.1396811008453	2334010355.0915008	768.1598608493805	966027.5617929846	1326.2558472156525	674713.8815612346	886.4259459972382	14648315933.851318	1412.1437766551971	15461500481.047852	1909.2347962856293	1501876.4142833464	3332.7844626903534	1476417.4408403267
Cao4m	100	0.00027060508728027344	1e+308	1676.9403216838837	18553711341.0	2861.548295736313	16091126271.0	16	1885.6931850910187	159632.18704263028	3158.212509393692	156875.26042372547	1577.8133206367493	662446.5268319398	2713.998679161072	667830.2825684166	1363.266797542572	822822.6203918696	2307.019918203354	819359.4310584603	1220.9354639053345	406121.6493874959	2183.5555503368378	401223.1233896916	1890.296326637268	2319252875.0921063	3454.73215675354	2309326143.769978	1641.4757814407349	953814.0426807329	2740.6993708610535	666612.3923067972	1653.2368862628937	14842093244.52649	2900.6568698883057	14808742176.496216	4084.705181121826	1497552.570436499	6762.083960771561	1346985.2586755871
Cao2m	3	0.000247955322265625	1e+308	19.46876096725464	7513831614.0	41.369943618774414	5847646279.0	16	26.60760807991028	158306.62109445408	57.10966396331787	160449.53386666998	21.099940538406372	634196.3085680157	40.21381688117981	654718.5282242596	19.25294828414917	580840.7465380225	36.760348320007324	571162.308293354	16.890658378601074	412028.82901289704	38.74525475502014	405099.4561558326	22.78703022003174	1019229553.8645719	51.12529373168945	964749352.1619357	23.19926643371582	951192.6745290011	43.98186445236206	626339.6902303845	20.508307456970215	8029456619.372559	45.779496908187866	9310173047.118958	57.63652753829956	913566.5404602349	128.2249505519867	906551.1996415978
Cao2m	10	0.0002732276916503906	1e+308	61.09608483314514	5679328804.0	120.9529173374176	6066543311.0	16	80.10551643371582	152382.47061214596	150.28807520866394	149870.94339344837	68.15170812606812	652821.3527335525	135.2141969203949	722278.4226621538	61.13956546783447	585940.16708474	113.91789889335632	566964.0268522664	59.08998107910156	392371.23117954744	109.98555755615234	388058.46546346426	86.42564868927002	928733749.1127203	154.87449193000793	976844473.6460743	71.3196005821228	881989.9051583409	132.47913026809692	643589.4345105588	77.45266342163086	7522549194.609253	126.38864803314209	7799733263.05191	237.6230137348175	918850.9328736077	487.2961280345917	946423.8939628955
Cao2m	25	0.001161813735961914	1e+308	194.13964772224426	5200439082.0	288.66160130500793	4917228799.0	16	198.33301544189453	146754.20945280138	355.9344835281372	146202.5885233786	173.1598606109619	670023.6271540523	311.3937256336212	652020.4828452617	156.04414200782776	580093.3014251017	259.6451663970947	568347.9872586045	151.64212822914124	388172.49242283136	259.6640501022339	387249.76783198724	230.5834858417511	951176856.0909615	373.85602927207947	907308781.3256432	175.65949273109436	870427.0299599022	330.80554127693176	648366.237896964	185.54701018333435	6773394046.659424	329.8827645778656	8199151156.330322	524.5435373783112	914220.6878514109	892.1866369247437	897696.9894547599
Cao2m	50	0.00025534629821777344	1e+308	342.00765800476074	5233777762.0	573.7302227020264	4727870126.0	16	441.0761218070984	149467.14008075	753.123322725296	147054.17315200157	359.9005002975464	612050.5928501785	614.8571834564209	619262.8776946068	334.37572050094604	567823.1274157629	548.6675469875336	567646.9893022242	292.89198756217957	379528.3211054146	508.02594685554504	377001.3276081176	438.6904511451721	915235685.3081152	736.3148770332336	932415170.2066994	381.3009994029999	855551.2184500098	637.0066576004028	625798.0390877426	385.1574430465698	6713296762.939575	675.8248574733734	6917096200.557556	1039.185432434082	906327.5693537138	1780.7055203914642	851239.4241559836
Cao2m	100	0.0002617835998535156	1e+308	675.1570582389832	4736435645.0	1133.636307477951	4518159018.0	16	869.4468939304352	145385.20702174492	1498.0535850524902	145771.46972003393	743.1140053272247	615949.9136744589	1235.5893878936768	617961.2594163567	664.3095042705536	562688.9454877926	1104.6402316093445	561887.8264951827	614.7581567764282	374814.3878434546	998.0133280754089	372229.1965219752	904.3711867332458	939343503.3565011	1457.1295006275177	911106082.1122351	754.9629185199738	844752.4254105464	1278.1224257946014	616816.4153303653	766.0301713943481	6497848288.889282	1318.3865463733673	6750576698.223145	2082.947737455368	901002.8266964656	3468.5464477539062	835056.6865665596
